word,category,section,subcategory,phonetic,part_of_speech,meaning_cn,example_en,example_cn,source,difficulty
trunk,IELTS_SCENE,阅读词汇篇,植物,trʌŋk,n.,树干,,,雅思场景超核心词汇4000.pdf,2
stalk,IELTS_SCENE,阅读词汇篇,植物,stɔːk,n.,茎,,,雅思场景超核心词汇4000.pdf,2
stem,IELTS_SCENE,阅读词汇篇,植物,stem,n.,茎,,,雅思场景超核心词汇4000.pdf,2
branch,IELTS_SCENE,阅读词汇篇,植物,brɑːntʃ,n.,枝,,,雅思场景超核心词汇4000.pdf,2
bough,IELTS_SCENE,阅读词汇篇,植物,baʊ,n.,大树枝,,,雅思场景超核心词汇4000.pdf,2
twig,IELTS_SCENE,阅读词汇篇,植物,twɪɡ,n.,小树枝,,,雅思场景超核心词汇4000.pdf,2
bark,IELTS_SCENE,阅读词汇篇,植物,bɑːk,n.,树皮,,,雅思场景超核心词汇4000.pdf,2
bunch,IELTS_SCENE,阅读词汇篇,植物,bʌntʃ,n.,串,,,雅思场景超核心词汇4000.pdf,2
cluster,IELTS_SCENE,阅读词汇篇,植物,ˈklʌstə(r),n.,簇,,,雅思场景超核心词汇4000.pdf,2
timber,IELTS_SCENE,阅读词汇篇,植物,ˈtɪmbə(r),n.,木材,,,雅思场景超核心词汇4000.pdf,2
germinate,IELTS_SCENE,阅读词汇篇,植物,ˈdʒɜːmɪneɪt,v.,发芽,,,雅思场景超核心词汇4000.pdf,2
rosette,IELTS_SCENE,阅读词汇篇,植物,rəʊˈzet,n.,玫瑰形饰物,,,雅思场景超核心词汇4000.pdf,2
orchid,IELTS_SCENE,阅读词汇篇,植物,ˈɔːkɪd,n.,兰花,,,雅思场景超核心词汇4000.pdf,2
petal,IELTS_SCENE,阅读词汇篇,植物,ˈpetl,n.,花瓣,,,雅思场景超核心词汇4000.pdf,2
husk,IELTS_SCENE,阅读词汇篇,植物,hʌsk,n.,（果类或谷物的）外壳,,,雅思场景超核心词汇4000.pdf,2
pollen,IELTS_SCENE,阅读词汇篇,植物,ˈpɒlən,n.,花粉 v,,,雅思场景超核心词汇4000.pdf,2
root,IELTS_SCENE,阅读词汇篇,植物,ruːt,n.,根,,,雅思场景超核心词汇4000.pdf,2
log,IELTS_SCENE,阅读词汇篇,植物,lɒɡ,n.,圆木,,,雅思场景超核心词汇4000.pdf,2
flora,IELTS_SCENE,阅读词汇篇,植物,ˈflɔːrə,n.,植物界,,,雅思场景超核心词汇4000.pdf,2
necrosis,IELTS_SCENE,阅读词汇篇,植物,neˈkrəʊsɪs,n.,（组织细胞的）坏死,,,雅思场景超核心词汇4000.pdf,2
peel,IELTS_SCENE,阅读词汇篇,植物,piːl,n.,（水果、蔬菜等的）外皮,,,雅思场景超核心词汇4000.pdf,2
shell,IELTS_SCENE,阅读词汇篇,植物,ʃel,n.,（坚果等的）壳 v,,,雅思场景超核心词汇4000.pdf,2
shoot,IELTS_SCENE,阅读词汇篇,植物,ʃuːt,n.,幼苗,,,雅思场景超核心词汇4000.pdf,2
starch,IELTS_SCENE,阅读词汇篇,植物,stɑːtʃ,n.,淀粉,,,雅思场景超核心词汇4000.pdf,2
vitamin,IELTS_SCENE,阅读词汇篇,植物,ˈvɪtəmɪn,n.,维他命,,,雅思场景超核心词汇4000.pdf,2
carbohydrate,IELTS_SCENE,阅读词汇篇,植物,ˌkɑːbəʊˈhaɪdreɪt,n.,碳水化合物,,,雅思场景超核心词汇4000.pdf,2
glucose,IELTS_SCENE,阅读词汇篇,植物,ˈɡluːkəʊs,n.,葡萄糖,,,雅思场景超核心词汇4000.pdf,2
artificialflowers,IELTS_SCENE,阅读词汇篇,植物,,n.,人造花,,,雅思场景超核心词汇4000.pdf,2
deciduoustree,IELTS_SCENE,阅读词汇篇,植物,,n.,落叶树,,,雅思场景超核心词汇4000.pdf,2
evergreentree,IELTS_SCENE,阅读词汇篇,植物,,n.,常绿树,,,雅思场景超核心词汇4000.pdf,2
reverse,IELTS_SCENE,阅读词汇篇,交通,rɪˈvɜːs,v.,倒（车）,,,雅思场景超核心词汇4000.pdf,2
overtake,IELTS_SCENE,阅读词汇篇,交通,ˌəʊvəˈteɪk,v.,超（车）,,,雅思场景超核心词汇4000.pdf,2
skid,IELTS_SCENE,阅读词汇篇,交通,skɪd,v.,（车辆）打滑,,,雅思场景超核心词汇4000.pdf,2
suspension,IELTS_SCENE,阅读词汇篇,交通,səˈspenʃn,n.,（车辆的）悬架,,,雅思场景超核心词汇4000.pdf,2
traction,IELTS_SCENE,阅读词汇篇,交通,ˈtrækʃn,n.,（车辆的）牵引力,,,雅思场景超核心词汇4000.pdf,2
windscreen,IELTS_SCENE,阅读词汇篇,交通,ˈwɪndskriːn,n.,汽车挡风玻璃,,,雅思场景超核心词汇4000.pdf,2
accelerate,IELTS_SCENE,阅读词汇篇,交通,əkˈseləreɪt,v.,加速,,,雅思场景超核心词汇4000.pdf,2
brake,IELTS_SCENE,阅读词汇篇,交通,breɪk,n.,车闸,,,雅思场景超核心词汇4000.pdf,2
decelerate,IELTS_SCENE,阅读词汇篇,交通,ˌdiːˈseləreɪt,v.,减速,,,雅思场景超核心词汇4000.pdf,2
park,IELTS_SCENE,阅读词汇篇,交通,pɑːk,v.,停（车）,,,雅思场景超核心词汇4000.pdf,2
bearing,IELTS_SCENE,阅读词汇篇,交通,ˈbeərɪŋ,n.,方位,,,雅思场景超核心词汇4000.pdf,2
guardrail,IELTS_SCENE,阅读词汇篇,交通,ˈgɑːdreɪl,n.,护栏,,,雅思场景超核心词汇4000.pdf,2
highway,IELTS_SCENE,阅读词汇篇,交通,ˈhaɪweɪ,n.,公路,,,雅思场景超核心词汇4000.pdf,2
pedestrian,IELTS_SCENE,阅读词汇篇,交通,pəˈdestriən,n.,行人,,,雅思场景超核心词汇4000.pdf,2
pavement,IELTS_SCENE,阅读词汇篇,交通,ˈpeɪvmənt,n.,人行道,,,雅思场景超核心词汇4000.pdf,2
intersection,IELTS_SCENE,阅读词汇篇,交通,ˌɪntəˈsekʃn,n.,交叉路口,,,雅思场景超核心词汇4000.pdf,2
motorcycle,IELTS_SCENE,阅读词汇篇,交通,ˈməʊtəsaɪkl,n.,摩托车,,,雅思场景超核心词汇4000.pdf,2
coach,IELTS_SCENE,阅读词汇篇,交通,kəʊtʃ,n.,大客车,,,雅思场景超核心词汇4000.pdf,2
express,IELTS_SCENE,阅读词汇篇,交通,ɪkˈspres,n.,快车,,,雅思场景超核心词汇4000.pdf,2
helicopter,IELTS_SCENE,阅读词汇篇,交通,ˈhelɪkɒptə(r),n.,直升飞机,,,雅思场景超核心词汇4000.pdf,2
electromobile,IELTS_SCENE,阅读词汇篇,交通,ɪˈlektrɒmbaɪl,n.,电动车,,,雅思场景超核心词汇4000.pdf,2
cyclist,IELTS_SCENE,阅读词汇篇,交通,ˈsaɪklɪst,n.,骑自行车的人,,,雅思场景超核心词汇4000.pdf,2
motorcyclist,IELTS_SCENE,阅读词汇篇,交通,ˈməʊtəsɒɪklɪst,n.,骑摩托车的人,,,雅思场景超核心词汇4000.pdf,2
modernisation,IELTS_SCENE,阅读词汇篇,交通,ˌmɒdənaɪˈzeɪʃn,n.,现代化,,,雅思场景超核心词汇4000.pdf,2
bottleneck,IELTS_SCENE,阅读词汇篇,交通,ˈbɒtlnek,n.,交通堵塞地区,,,雅思场景超核心词汇4000.pdf,2
overcrowded,IELTS_SCENE,阅读词汇篇,交通,ˌəʊvəˈkraʊdɪd,adj.,过度拥挤的,,,雅思场景超核心词汇4000.pdf,2
violator,IELTS_SCENE,阅读词汇篇,交通,ˈvaɪəleɪtə(r),n.,违规者,,,雅思场景超核心词汇4000.pdf,2
startup,IELTS_SCENE,阅读词汇篇,交通,,n.,启动,,,雅思场景超核心词汇4000.pdf,2
speedlimit,IELTS_SCENE,阅读词汇篇,交通,,n.,限速,,,雅思场景超核心词汇4000.pdf,2
highwaycode,IELTS_SCENE,阅读词汇篇,交通,,n.,交通法规,,,雅思场景超核心词汇4000.pdf,2
trafficsign,IELTS_SCENE,阅读词汇篇,交通,,n.,交通标志,,,雅思场景超核心词汇4000.pdf,2
changegear,IELTS_SCENE,阅读词汇篇,交通,,n.,变速,,,雅思场景超核心词汇4000.pdf,2
topspeed,IELTS_SCENE,阅读词汇篇,交通,,n.,最高速度,,,雅思场景超核心词汇4000.pdf,2
switchoffthemotor,IELTS_SCENE,阅读词汇篇,交通,,n.,熄火,,,雅思场景超核心词汇4000.pdf,2
pedestriansstreet,IELTS_SCENE,阅读词汇篇,交通,,n.,步行街,,,雅思场景超核心词汇4000.pdf,2
insidelane,IELTS_SCENE,阅读词汇篇,交通,,n.,慢车道,,,雅思场景超核心词汇4000.pdf,2
outsidelane,IELTS_SCENE,阅读词汇篇,交通,,n.,快车道,,,雅思场景超核心词汇4000.pdf,2
singlecarriageway,IELTS_SCENE,阅读词汇篇,交通,,n.,单行道,,,雅思场景超核心词汇4000.pdf,2
ringroad,IELTS_SCENE,阅读词汇篇,交通,,n.,环路,,,雅思场景超核心词汇4000.pdf,2
overtakinglane,IELTS_SCENE,阅读词汇篇,交通,,n.,超车道,,,雅思场景超核心词汇4000.pdf,2
makeshiftroad,IELTS_SCENE,阅读词汇篇,交通,,n.,临时道路,,,雅思场景超核心词汇4000.pdf,2
tarredroad,IELTS_SCENE,阅读词汇篇,交通,,n.,柏油路,,,雅思场景超核心词汇4000.pdf,2
elevatedhighroad,IELTS_SCENE,阅读词汇篇,交通,,n.,高速公路,,,雅思场景超核心词汇4000.pdf,2
dualcarriageway,IELTS_SCENE,阅读词汇篇,交通,,n.,双行道,,,雅思场景超核心词汇4000.pdf,2
thenumberofcarownership,IELTS_SCENE,阅读词汇篇,交通,,n.,汽车拥有量,,,雅思场景超核心词汇4000.pdf,2
pollution-freefuel,IELTS_SCENE,阅读词汇篇,交通,,n.,无污染燃料,,,雅思场景超核心词汇4000.pdf,2
observetrafficregulations,IELTS_SCENE,阅读词汇篇,交通,,n.,遵守交通规则,,,雅思场景超核心词汇4000.pdf,2
breaktrafficregulations,IELTS_SCENE,阅读词汇篇,交通,,n.,违反交通规则,,,雅思场景超核心词汇4000.pdf,2
getstruckintraffic,IELTS_SCENE,阅读词汇篇,交通,,n.,遇上堵车,,,雅思场景超核心词汇4000.pdf,2
roadnetworks,IELTS_SCENE,阅读词汇篇,交通,,n.,公路网,,,雅思场景超核心词汇4000.pdf,2
rushhour,IELTS_SCENE,阅读词汇篇,交通,,n.,上下班高峰时间,,,雅思场景超核心词汇4000.pdf,2
easethetrafficpressure,IELTS_SCENE,阅读词汇篇,交通,,n.,缓解交通压力,,,雅思场景超核心词汇4000.pdf,2
chronicleadpoisoning,IELTS_SCENE,阅读词汇篇,交通,,n.,慢性铅中毒,,,雅思场景超核心词汇4000.pdf,2
automobileindustry,IELTS_SCENE,阅读词汇篇,交通,,n.,汽车工业,,,雅思场景超核心词汇4000.pdf,2
architecture,IELTS_SCENE,阅读词汇篇,建筑,ˈɑːkɪtektʃə(r),n.,建筑,,,雅思场景超核心词汇4000.pdf,2
skyscraper,IELTS_SCENE,阅读词汇篇,建筑,ˈskaɪskreɪpə(r),n.,摩天大楼,,,雅思场景超核心词汇4000.pdf,2
monument,IELTS_SCENE,阅读词汇篇,建筑,ˈmɒnjumənt,n.,纪念碑,,,雅思场景超核心词汇4000.pdf,2
palace,IELTS_SCENE,阅读词汇篇,建筑,ˈpæləs,n.,宫殿,,,雅思场景超核心词汇4000.pdf,2
temple,IELTS_SCENE,阅读词汇篇,建筑,ˈtempl,n.,庙宇,,,雅思场景超核心词汇4000.pdf,2
basilica,IELTS_SCENE,阅读词汇篇,建筑,bəˈzɪlɪkə,n.,皇宫,,,雅思场景超核心词汇4000.pdf,2
cathedral,IELTS_SCENE,阅读词汇篇,建筑,kəˈθiːdrəl,n.,大教堂,,,雅思场景超核心词汇4000.pdf,2
tower,IELTS_SCENE,阅读词汇篇,建筑,ˈtaʊə(r),n.,塔,,,雅思场景超核心词汇4000.pdf,2
cottage,IELTS_SCENE,阅读词汇篇,建筑,ˈkɒtɪdʒ,n.,村舍,,,雅思场景超核心词汇4000.pdf,2
landmark,IELTS_SCENE,阅读词汇篇,建筑,ˈlændmɑːk,n.,地标,,,雅思场景超核心词汇4000.pdf,2
external,IELTS_SCENE,阅读词汇篇,建筑,ɪkˈstɜːnl,adj.,外部的,,,雅思场景超核心词汇4000.pdf,2
beam,IELTS_SCENE,阅读词汇篇,建筑,biːm,n.,梁,,,雅思场景超核心词汇4000.pdf,2
eave,IELTS_SCENE,阅读词汇篇,建筑,iːv,n.,屋檐,,,雅思场景超核心词汇4000.pdf,2
column,IELTS_SCENE,阅读词汇篇,建筑,ˈkɒləm,n.,柱,,,雅思场景超核心词汇4000.pdf,2
brace,IELTS_SCENE,阅读词汇篇,建筑,breɪs,n.,支柱,,,雅思场景超核心词汇4000.pdf,2
concrete,IELTS_SCENE,阅读词汇篇,建筑,ˈkɒŋkriːt,n.,混凝土,,,雅思场景超核心词汇4000.pdf,2
clay,IELTS_SCENE,阅读词汇篇,建筑,kleɪ,n.,黏土,,,雅思场景超核心词汇4000.pdf,2
elasticity,IELTS_SCENE,阅读词汇篇,建筑,ˌiːlæˈstɪsəti,n.,弹性,,,雅思场景超核心词汇4000.pdf,2
excavation,IELTS_SCENE,阅读词汇篇,建筑,ˌekskəˈveɪʃn,n.,挖掘,,,雅思场景超核心词汇4000.pdf,2
thatch,IELTS_SCENE,阅读词汇篇,建筑,θætʃ,n.,盖屋的材料,,,雅思场景超核心词汇4000.pdf,2
wickerwork,IELTS_SCENE,阅读词汇篇,建筑,ˈwɪkəwɜːk,n.,枝编工艺,,,雅思场景超核心词汇4000.pdf,2
camp,IELTS_SCENE,阅读词汇篇,建筑,kæmp,n.,露营地,,,雅思场景超核心词汇4000.pdf,2
shelter,IELTS_SCENE,阅读词汇篇,建筑,ˈʃeltə(r),n.,居所,,,雅思场景超核心词汇4000.pdf,2
greensward,IELTS_SCENE,阅读词汇篇,建筑,ˈɡriːnswɔːd,n.,草皮,,,雅思场景超核心词汇4000.pdf,2
pier,IELTS_SCENE,阅读词汇篇,建筑,pɪə(r),n.,桥墩,,,雅思场景超核心词汇4000.pdf,2
resonance,IELTS_SCENE,阅读词汇篇,建筑,ˈrezənəns,n.,共振,,,雅思场景超核心词汇4000.pdf,2
spire,IELTS_SCENE,阅读词汇篇,建筑,ˈspaɪə(r),n.,教堂的塔尖,,,雅思场景超核心词汇4000.pdf,2
tomb,IELTS_SCENE,阅读词汇篇,建筑,tuːm,n.,坟墓,,,雅思场景超核心词汇4000.pdf,2
ventilation,IELTS_SCENE,阅读词汇篇,建筑,ˌventɪˈleɪʃn,n.,通风,,,雅思场景超核心词汇4000.pdf,2
cosmic,IELTS_SCENE,阅读词汇篇,建筑,ˈkɒzmɪk,adj.,宇宙的,,,雅思场景超核心词汇4000.pdf,2
blockofflats,IELTS_SCENE,阅读词汇篇,建筑,,n.,公寓楼,,,雅思场景超核心词汇4000.pdf,2
delicatedesign,IELTS_SCENE,阅读词汇篇,建筑,,n.,巧妙的设计,,,雅思场景超核心词汇4000.pdf,2
structuralbotany,IELTS_SCENE,阅读词汇篇,建筑,,n.,植物建造学,,,雅思场景超核心词汇4000.pdf,2
ancientarchitecture,IELTS_SCENE,阅读词汇篇,建筑,,n.,古代建筑,,,雅思场景超核心词汇4000.pdf,2
civilarchitecture,IELTS_SCENE,阅读词汇篇,建筑,,n.,民用建筑,,,雅思场景超核心词汇4000.pdf,2
classicalarchitecture,IELTS_SCENE,阅读词汇篇,建筑,,n.,古典建筑,,,雅思场景超核心词汇4000.pdf,2
conventionalarchitecture,IELTS_SCENE,阅读词汇篇,建筑,,n.,寺院建筑,,,雅思场景超核心词汇4000.pdf,2
decoratedarchitecture,IELTS_SCENE,阅读词汇篇,建筑,,n.,尖拱式建筑,,,雅思场景超核心词汇4000.pdf,2
domesticarchitecture,IELTS_SCENE,阅读词汇篇,建筑,,n.,民用建筑,,,雅思场景超核心词汇4000.pdf,2
gardenarchitecture,IELTS_SCENE,阅读词汇篇,建筑,,n.,庭院建筑,,,雅思场景超核心词汇4000.pdf,2
duplexapartment,IELTS_SCENE,阅读词汇篇,建筑,,n.,双层式建筑,,,雅思场景超核心词汇4000.pdf,2
ten-storeyofficeblock,IELTS_SCENE,阅读词汇篇,建筑,,n.,十层办公大楼,,,雅思场景超核心词汇4000.pdf,2
old-fashionhouse,IELTS_SCENE,阅读词汇篇,建筑,,n.,老式房屋,,,雅思场景超核心词汇4000.pdf,2
landscapearchitecture,IELTS_SCENE,阅读词汇篇,建筑,,n.,园林建筑,,,雅思场景超核心词汇4000.pdf,2
prosperous,IELTS_SCENE,阅读词汇篇,经济,ˈprɒspərəs,adj.,繁荣的,,,雅思场景超核心词汇4000.pdf,2
prosperity,IELTS_SCENE,阅读词汇篇,经济,prɒˈsperəti,n.,繁荣,,,雅思场景超核心词汇4000.pdf,2
compensation,IELTS_SCENE,阅读词汇篇,经济,ˌkɒmpenˈseɪʃn,n.,补偿,,,雅思场景超核心词汇4000.pdf,2
lease,IELTS_SCENE,阅读词汇篇,经济,liːs,v.,出租,,,雅思场景超核心词汇4000.pdf,2
exponent,IELTS_SCENE,阅读词汇篇,经济,ɪkˈspəʊnənt,n.,指数,,,雅思场景超核心词汇4000.pdf,2
drawback,IELTS_SCENE,阅读词汇篇,经济,ˈdrɔːbæk,n.,退款,,,雅思场景超核心词汇4000.pdf,2
rare,IELTS_SCENE,阅读词汇篇,经济,reə(r),adj.,稀罕的,,,雅思场景超核心词汇4000.pdf,2
asset,IELTS_SCENE,阅读词汇篇,经济,ˈæset,n.,财产,,,雅思场景超核心词汇4000.pdf,2
fortune,IELTS_SCENE,阅读词汇篇,经济,ˈfɔːtʃuːn,n.,财富,,,雅思场景超核心词汇4000.pdf,2
indigent,IELTS_SCENE,阅读词汇篇,经济,ˈɪndɪdʒənt,adj.,贫穷的,,,雅思场景超核心词汇4000.pdf,2
depression,IELTS_SCENE,阅读词汇篇,经济,dɪˈpreʃn,n.,萧条,,,雅思场景超核心词汇4000.pdf,2
deficit,IELTS_SCENE,阅读词汇篇,经济,ˈdefɪsɪt,n.,赤字,,,雅思场景超核心词汇4000.pdf,2
levy,IELTS_SCENE,阅读词汇篇,经济,ˈlevi,n.,课税 v,,,雅思场景超核心词汇4000.pdf,2
rebate,IELTS_SCENE,阅读词汇篇,经济,ˈriːbeɪt,n.,返回款,,,雅思场景超核心词汇4000.pdf,2
ration,IELTS_SCENE,阅读词汇篇,经济,ˈræʃn,n.,定量,,,雅思场景超核心词汇4000.pdf,2
merchandise,IELTS_SCENE,阅读词汇篇,经济,ˈmɜːtʃəndaɪs,n.,商品 v,,,雅思场景超核心词汇4000.pdf,2
currency,IELTS_SCENE,阅读词汇篇,经济,ˈkʌrənsi,n.,通货,,,雅思场景超核心词汇4000.pdf,2
disburse,IELTS_SCENE,阅读词汇篇,经济,dɪsˈbɜːs,v.,支付,,,雅思场景超核心词汇4000.pdf,2
consume,IELTS_SCENE,阅读词汇篇,经济,kənˈsjuːm,v.,消费,,,雅思场景超核心词汇4000.pdf,2
cause,IELTS_SCENE,阅读词汇篇,经济,kɔːz,n.,事业 v,,,雅思场景超核心词汇4000.pdf,2
quota,IELTS_SCENE,阅读词汇篇,经济,ˈkwəʊtə,n.,限额,,,雅思场景超核心词汇4000.pdf,2
inflation,IELTS_SCENE,阅读词汇篇,经济,ɪnˈfleɪʃn,n.,通货膨胀,,,雅思场景超核心词汇4000.pdf,2
deflation,IELTS_SCENE,阅读词汇篇,经济,ˌdiːˈfleɪʃn,n.,通货紧缩,,,雅思场景超核心词汇4000.pdf,2
deal,IELTS_SCENE,阅读词汇篇,经济,diːl,n.,（一笔）交易 v,,,雅思场景超核心词汇4000.pdf,2
yen,IELTS_SCENE,阅读词汇篇,经济,jen,n.,日元,,,雅思场景超核心词汇4000.pdf,2
acting,IELTS_SCENE,阅读词汇篇,经济,ˈæktɪŋ,adj.,代理的,,,雅思场景超核心词汇4000.pdf,2
discount,IELTS_SCENE,阅读词汇篇,经济,ˈdɪskaʊnt,n.,折扣 v,,,雅思场景超核心词汇4000.pdf,2
audit,IELTS_SCENE,阅读词汇篇,经济,ˈɔːdɪt,n.,审计,,,雅思场景超核心词汇4000.pdf,2
residue,IELTS_SCENE,阅读词汇篇,经济,ˈrezɪdjuː,n.,剩余财产,,,雅思场景超核心词汇4000.pdf,2
account,IELTS_SCENE,阅读词汇篇,经济,əˈkaʊnt,n.,户头,,,雅思场景超核心词汇4000.pdf,2
bankruptcy,IELTS_SCENE,阅读词汇篇,经济,ˈbæŋkrʌptsi,n.,破产,,,雅思场景超核心词汇4000.pdf,2
savings,IELTS_SCENE,阅读词汇篇,经济,ˈseɪvɪŋz,n.,储蓄金,,,雅思场景超核心词汇4000.pdf,2
reimburse,IELTS_SCENE,阅读词汇篇,经济,ˌriːɪmˈbɜːs,v.,偿还,,,雅思场景超核心词汇4000.pdf,2
merge,IELTS_SCENE,阅读词汇篇,经济,mɜːdʒ,v.,合并,,,雅思场景超核心词汇4000.pdf,2
depreciate,IELTS_SCENE,阅读词汇篇,经济,dɪˈpriːʃieɪt,v.,贬值,,,雅思场景超核心词汇4000.pdf,2
appreciate,IELTS_SCENE,阅读词汇篇,经济,əˈpriːʃieɪt,v.,升值,,,雅思场景超核心词汇4000.pdf,2
revalue,IELTS_SCENE,阅读词汇篇,经济,ˌriːˈvæljuː,v.,升值,,,雅思场景超核心词汇4000.pdf,2
cheque,IELTS_SCENE,阅读词汇篇,经济,tʃek,n.,支票,,,雅思场景超核心词汇4000.pdf,2
bill,IELTS_SCENE,阅读词汇篇,经济,bɪl,n.,钞票,,,雅思场景超核心词汇4000.pdf,2
collateral,IELTS_SCENE,阅读词汇篇,经济,kəˈlætərəl,n.,抵押品,,,雅思场景超核心词汇4000.pdf,2
exchange,IELTS_SCENE,阅读词汇篇,经济,ɪksˈtʃeɪndʒ,v.,兑换,,,雅思场景超核心词汇4000.pdf,2
transaction,IELTS_SCENE,阅读词汇篇,经济,trænˈzækʃn,n.,交易,,,雅思场景超核心词汇4000.pdf,2
assess,IELTS_SCENE,阅读词汇篇,经济,əˈses,v.,评价,,,雅思场景超核心词汇4000.pdf,2
consolidate,IELTS_SCENE,阅读词汇篇,经济,kənˈsɒlɪdeɪt,v.,合并,,,雅思场景超核心词汇4000.pdf,2
contract,IELTS_SCENE,阅读词汇篇,经济,ˈkɒntrækt,n.,契约,,,雅思场景超核心词汇4000.pdf,2
loan,IELTS_SCENE,阅读词汇篇,经济,ləʊn,n.,贷款,,,雅思场景超核心词汇4000.pdf,2
benefit,IELTS_SCENE,阅读词汇篇,经济,ˈbenɪfɪt,n.,利益,,,雅思场景超核心词汇4000.pdf,2
refund,IELTS_SCENE,阅读词汇篇,经济,ˈriːfʌnd,n.,退款,,,雅思场景超核心词汇4000.pdf,2
output,IELTS_SCENE,阅读词汇篇,经济,ˈaʊtpʊt,n.,产量,,,雅思场景超核心词汇4000.pdf,2
revenue,IELTS_SCENE,阅读词汇篇,经济,ˈrevənjuː,n.,收入,,,雅思场景超核心词汇4000.pdf,2
fund,IELTS_SCENE,阅读词汇篇,经济,fʌnd,n.,资金,,,雅思场景超核心词汇4000.pdf,2
debt,IELTS_SCENE,阅读词汇篇,经济,det,n.,债务,,,雅思场景超核心词汇4000.pdf,2
budget,IELTS_SCENE,阅读词汇篇,经济,ˈbʌdʒɪt,n.,预算 v,,,雅思场景超核心词汇4000.pdf,2
patronage,IELTS_SCENE,阅读词汇篇,经济,ˈpætrənɪdʒ,n.,赞助,,,雅思场景超核心词汇4000.pdf,2
means,IELTS_SCENE,阅读词汇篇,经济,miːnz,n.,财富,,,雅思场景超核心词汇4000.pdf,2
interest,IELTS_SCENE,阅读词汇篇,经济,ˈɪntrəst,n.,利息,,,雅思场景超核心词汇4000.pdf,2
bonus,IELTS_SCENE,阅读词汇篇,经济,ˈbəʊnəs,n.,红利,,,雅思场景超核心词汇4000.pdf,2
customs,IELTS_SCENE,阅读词汇篇,经济,ˈkʌstəmz,n.,进口税,,,雅思场景超核心词汇4000.pdf,2
purchase,IELTS_SCENE,阅读词汇篇,经济,ˈpɜːtʃəs,n.,购买,,,雅思场景超核心词汇4000.pdf,2
commission,IELTS_SCENE,阅读词汇篇,经济,kəˈmɪʃn,n.,佣金,,,雅思场景超核心词汇4000.pdf,2
ransom,IELTS_SCENE,阅读词汇篇,经济,ˈrænsəm,n.,赎金 v,,,雅思场景超核心词汇4000.pdf,2
charge,IELTS_SCENE,阅读词汇篇,经济,tʃɑːdʒ,n.,费用,,,雅思场景超核心词汇4000.pdf,2
bond,IELTS_SCENE,阅读词汇篇,经济,bɒnd,n.,公债,,,雅思场景超核心词汇4000.pdf,2
economicprosperity,IELTS_SCENE,阅读词汇篇,经济,,n.,经济繁荣,,,雅思场景超核心词汇4000.pdf,2
purchasingpower,IELTS_SCENE,阅读词汇篇,经济,,n.,购买力,,,雅思场景超核心词汇4000.pdf,2
explicitcosts,IELTS_SCENE,阅读词汇篇,经济,,n.,显性成本,,,雅思场景超核心词汇4000.pdf,2
implicitcosts,IELTS_SCENE,阅读词汇篇,经济,,n.,隐形成本,,,雅思场景超核心词汇4000.pdf,2
moneymarket,IELTS_SCENE,阅读词汇篇,经济,,n.,金融市场,,,雅思场景超核心词汇4000.pdf,2
quantitydemanded,IELTS_SCENE,阅读词汇篇,经济,,n.,需求量,,,雅思场景超核心词汇4000.pdf,2
quantitysupplied,IELTS_SCENE,阅读词汇篇,经济,,n.,供给量,,,雅思场景超核心词汇4000.pdf,2
boosteconomicdevelopment,IELTS_SCENE,阅读词汇篇,经济,,n.,促进经济发展,,,雅思场景超核心词汇4000.pdf,2
promoterelativeindustries,IELTS_SCENE,阅读词汇篇,经济,,n.,促进相关产业发展,,,雅思场景超核心词汇4000.pdf,2
levythetax,IELTS_SCENE,阅读词汇篇,经济,,n.,征税,,,雅思场景超核心词汇4000.pdf,2
enhancethequalityoflife,IELTS_SCENE,阅读词汇篇,经济,,n.,提高生活质量,,,雅思场景超核心词汇4000.pdf,2
marketableproducts,IELTS_SCENE,阅读词汇篇,经济,,n.,畅销产品,,,雅思场景超核心词汇4000.pdf,2
potentialmarket,IELTS_SCENE,阅读词汇篇,经济,,n.,潜在市场,,,雅思场景超核心词汇4000.pdf,2
perfectservices,IELTS_SCENE,阅读词汇篇,经济,,n.,完善服务,,,雅思场景超核心词汇4000.pdf,2
inallwalksoflife,IELTS_SCENE,阅读词汇篇,经济,,n.,在各行各业,,,雅思场景超核心词汇4000.pdf,2
bedeceptiveandmisleading,IELTS_SCENE,阅读词汇篇,经济,,n.,具有欺骗性和误导性,,,雅思场景超核心词汇4000.pdf,2
penal,IELTS_SCENE,阅读词汇篇,法律,ˈpiːnl,adj.,受刑罚的,,,雅思场景超核心词汇4000.pdf,2
illicit,IELTS_SCENE,阅读词汇篇,法律,ɪˈlɪsɪt,adj.,违法的,,,雅思场景超核心词汇4000.pdf,2
unruly,IELTS_SCENE,阅读词汇篇,法律,ʌnˈruːli,adj.,不守法的,,,雅思场景超核心词汇4000.pdf,2
illegitimate,IELTS_SCENE,阅读词汇篇,法律,ˌɪləˈdʒɪtəmət,adj.,非法的,,,雅思场景超核心词汇4000.pdf,2
default,IELTS_SCENE,阅读词汇篇,法律,ˈdiːfɔːlt,n.,不履行责任 v,,,雅思场景超核心词汇4000.pdf,2
violate,IELTS_SCENE,阅读词汇篇,法律,ˈvaɪəleɪt,v.,违反,,,雅思场景超核心词汇4000.pdf,2
bound,IELTS_SCENE,阅读词汇篇,法律,baʊnd,adj.,有义务的,,,雅思场景超核心词汇4000.pdf,2
